"Freq","Cumul","relative","phastCons","Type","GeneSet"
2,7459,0.288159165539888,"0.418999999761581","exons","Universal"
1,7460,0.288197797952482,"0.419999986886978","exons","Universal"
1,7461,0.288236430365076,"0.421000003814697","exons","Universal"
4,7465,0.288390960015453,"0.421999990940094","exons","Universal"
1,7466,0.288429592428047,"0.423000007867813","exons","Universal"
1,7467,0.288468224840641,"0.42399999499321","exons","Universal"
3,7470,0.288584122078424,"0.425000011920929","exons","Universal"
3,7473,0.288700019316206,"0.425999999046326","exons","Universal"
2,7475,0.288777284141395,"0.426999986171722","exons","Universal"
1,7476,0.288815916553989,"0.428000003099442","exons","Universal"
4,7480,0.288970446204365,"0.430000007152557","exons","Universal"
3,7483,0.289086343442148,"0.430999994277954","exons","Universal"
3,7486,0.28920224067993,"0.432000011205673","exons","Universal"
2,7488,0.289279505505119,"0.43299999833107","exons","Universal"
